show_id,cinema_id,hall_id,hall_capacity,movie_id,genre,age_rating,runtime_min,release_date,show_datetime,format,base_price,sold_tickets,occupancy_rate,city,day_of_week,is_weekend,hour_bucket,month,holiday_flag,release_age_days,lead_time_days,prime_time_flag,runtime_bucket,screening_number_for_movie
show_00078,cinema_msk_01,hall_2,80,movie_horror_01,horror,18+,98,2026-03-05,2026-03-09 19:45:00,3D,589.6,75,0.9375,Moscow,0,False,evening,3,False,4,18.5,True,medium,18
show_00079,cinema_msk_01,hall_2,80,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-09 21:15:00,IMAX,686.26,54,0.675,Moscow,0,False,evening,3,False,27,4.5,True,medium,17
show_00083,cinema_msk_01,hall_3,60,movie_horror_01,horror,18+,98,2026-03-05,2026-03-09 22:00:00,IMAX,701.6,44,0.7333,Moscow,0,False,evening,3,False,4,8.5,False,medium,19
show_00592,cinema_spb_01,hall_1,100,movie_family_01,animation,6+,92,2026-02-20,2026-03-09 22:45:00,2D,414.54,67,0.67,Saint Petersburg,0,False,evening,3,False,17,5.6,False,medium,10
show_00084,cinema_msk_01,hall_1,120,movie_horror_01,horror,18+,98,2026-03-05,2026-03-10 10:00:00,IMAX,618.48,52,0.4333,Moscow,1,False,morning,3,False,5,8.8,False,medium,20
show_00090,cinema_msk_01,hall_3,60,movie_family_01,animation,6+,92,2026-02-20,2026-03-10 10:30:00,3D,498.93,24,0.4,Moscow,1,False,morning,3,False,18,10.9,False,medium,24
show_00599,cinema_spb_01,hall_2,70,movie_horror_01,horror,18+,98,2026-03-05,2026-03-10 11:30:00,IMAX,521.25,26,0.3714,Saint Petersburg,1,False,morning,3,False,5,14.9,False,medium,11
show_00088,cinema_msk_01,hall_2,80,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-10 11:30:00,2D,419.52,24,0.3,Moscow,1,False,morning,3,False,28,20.5,False,medium,19
show_00596,cinema_spb_01,hall_1,100,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-10 11:45:00,3D,419.21,42,0.42,Saint Petersburg,1,False,morning,3,False,9,6.7,False,long,18
show_00091,cinema_msk_01,hall_3,60,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-10 14:15:00,IMAX,643.66,24,0.4,Moscow,1,False,day,3,False,28,3.2,False,medium,20
show_00085,cinema_msk_01,hall_1,120,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-10 14:30:00,2D,417.26,93,0.775,Moscow,1,False,day,3,False,9,11.5,False,long,24
show_00597,cinema_spb_01,hall_1,100,movie_family_01,animation,6+,92,2026-02-20,2026-03-10 15:15:00,IMAX,563.47,54,0.54,Saint Petersburg,1,False,day,3,False,18,15.1,False,medium,11
show_00089,cinema_msk_01,hall_2,80,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-10 15:45:00,2D,427.68,45,0.5625,Moscow,1,False,day,3,False,9,12.3,False,long,26
show_00600,cinema_spb_01,hall_2,70,movie_family_01,animation,6+,92,2026-02-20,2026-03-10 15:45:00,2D,366.53,26,0.3714,Saint Petersburg,1,False,day,3,False,18,15.3,False,medium,12
show_00598,cinema_spb_01,hall_1,100,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-10 18:45:00,IMAX,616.23,71,0.71,Saint Petersburg,1,False,evening,3,False,28,4.8,True,medium,19
show_00086,cinema_msk_01,hall_1,120,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-10 19:45:00,3D,594.31,96,0.8,Moscow,1,False,evening,3,False,9,9.3,True,long,25
show_00087,cinema_msk_01,hall_1,120,movie_horror_01,horror,18+,98,2026-03-05,2026-03-10 22:45:00,3D,561.47,86,0.7167,Moscow,1,False,evening,3,False,5,14.9,False,medium,21
show_00094,cinema_msk_01,hall_2,80,movie_horror_01,horror,18+,98,2026-03-05,2026-03-11 10:30:00,3D,471.31,39,0.4875,Moscow,2,False,morning,3,False,6,19.8,False,medium,22
show_00092,cinema_msk_01,hall_1,120,movie_family_01,animation,6+,92,2026-02-20,2026-03-11 11:00:00,3D,476.62,34,0.2833,Moscow,2,False,morning,3,False,19,19.8,False,medium,25
show_00601,cinema_spb_01,hall_1,100,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-11 11:30:00,IMAX,505.1,49,0.49,Saint Petersburg,2,False,morning,3,False,10,3.1,False,long,19
show_00097,cinema_msk_01,hall_3,60,movie_horror_01,horror,18+,98,2026-03-05,2026-03-11 11:45:00,IMAX,618.59,30,0.5,Moscow,2,False,morning,3,False,6,17.3,False,medium,23
show_00604,cinema_spb_01,hall_2,70,movie_family_01,animation,6+,92,2026-02-20,2026-03-11 11:45:00,3D,382.87,25,0.3571,Saint Petersburg,2,False,morning,3,False,19,21.0,False,medium,13
show_00605,cinema_spb_01,hall_2,70,movie_horror_01,horror,18+,98,2026-03-05,2026-03-11 14:15:00,IMAX,548.24,39,0.5571,Saint Petersburg,2,False,day,3,False,6,10.9,False,medium,13
show_00098,cinema_msk_01,hall_3,60,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-11 14:30:00,3D,514.93,35,0.5833,Moscow,2,False,day,3,False,10,4.8,False,long,27
show_00602,cinema_spb_01,hall_1,100,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-11 15:00:00,IMAX,555.01,36,0.36,Saint Petersburg,2,False,day,3,False,29,20.4,False,medium,20
show_00095,cinema_msk_01,hall_2,80,movie_family_01,animation,6+,92,2026-02-20,2026-03-11 15:45:00,3D,511.74,35,0.4375,Moscow,2,False,day,3,False,19,12.7,False,medium,27
show_00093,cinema_msk_01,hall_1,120,movie_family_01,animation,6+,92,2026-02-20,2026-03-11 15:45:00,3D,510.33,33,0.275,Moscow,2,False,day,3,False,19,12.9,False,medium,26
show_00099,cinema_msk_01,hall_3,60,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-11 19:00:00,IMAX,708.75,45,0.75,Moscow,2,False,evening,3,False,29,18.5,True,medium,21
show_00606,cinema_spb_01,hall_2,70,movie_horror_01,horror,18+,98,2026-03-05,2026-03-11 19:15:00,IMAX,609.03,67,0.9571,Saint Petersburg,2,False,evening,3,False,6,10.6,True,medium,14
show_00096,cinema_msk_01,hall_2,80,movie_family_01,animation,6+,92,2026-02-20,2026-03-11 19:30:00,IMAX,696.43,57,0.7125,Moscow,2,False,evening,3,False,19,7.3,True,medium,28
show_00603,cinema_spb_01,hall_1,100,movie_horror_01,horror,18+,98,2026-03-05,2026-03-11 19:45:00,3D,487.53,92,0.92,Saint Petersburg,2,False,evening,3,False,6,12.8,True,medium,12
show_00607,cinema_spb_01,hall_2,70,movie_horror_01,horror,18+,98,2026-03-05,2026-03-11 22:00:00,IMAX,621.85,51,0.7286,Saint Petersburg,2,False,evening,3,False,6,7.3,False,medium,15
show_00100,cinema_msk_01,hall_1,120,movie_family_01,animation,6+,92,2026-02-20,2026-03-12 10:00:00,IMAX,583.62,39,0.325,Moscow,3,False,morning,3,False,20,15.3,False,medium,29
show_00608,cinema_spb_01,hall_1,100,movie_horror_01,horror,18+,98,2026-03-05,2026-03-12 10:00:00,IMAX,503.2,55,0.55,Saint Petersburg,3,False,morning,3,False,7,9.6,False,medium,16
show_00104,cinema_msk_01,hall_2,80,movie_family_01,animation,6+,92,2026-02-20,2026-03-12 11:30:00,2D,405.56,25,0.3125,Moscow,3,False,morning,3,False,20,11.0,False,medium,30
show_00611,cinema_spb_01,hall_2,70,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-12 11:30:00,3D,392.16,23,0.3286,Saint Petersburg,3,False,morning,3,False,30,6.0,False,medium,21
show_00106,cinema_msk_01,hall_3,60,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-12 11:30:00,IMAX,612.08,28,0.4667,Moscow,3,False,morning,3,False,11,10.1,False,long,28
show_00101,cinema_msk_01,hall_1,120,movie_horror_01,horror,18+,98,2026-03-05,2026-03-12 14:00:00,2D,424.99,56,0.4667,Moscow,3,False,day,3,False,7,15.5,False,medium,24
show_00107,cinema_msk_01,hall_3,60,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-12 14:15:00,IMAX,615.47,32,0.5333,Moscow,3,False,day,3,False,30,16.6,False,medium,22
show_00612,cinema_spb_01,hall_2,70,movie_horror_01,horror,18+,98,2026-03-05,2026-03-12 15:00:00,IMAX,541.47,33,0.4714,Saint Petersburg,3,False,day,3,False,7,6.0,False,medium,17
show_00105,cinema_msk_01,hall_2,80,movie_horror_01,horror,18+,98,2026-03-05,2026-03-12 15:30:00,3D,499.49,31,0.3875,Moscow,3,False,day,3,False,7,6.6,False,medium,27
show_00609,cinema_spb_01,hall_1,100,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-12 15:45:00,IMAX,559.67,36,0.36,Saint Petersburg,3,False,day,3,False,11,19.0,False,long,20
show_00108,cinema_msk_01,hall_3,60,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-12 18:00:00,3D,596.39,44,0.7333,Moscow,3,False,evening,3,False,30,3.6,True,medium,23
show_00102,cinema_msk_01,hall_1,120,movie_horror_01,horror,18+,98,2026-03-05,2026-03-12 18:15:00,IMAX,704.38,85,0.7083,Moscow,3,False,evening,3,False,7,15.3,True,medium,25
show_00613,cinema_spb_01,hall_2,70,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-12 18:15:00,3D,490.28,58,0.8286,Saint Petersburg,3,False,evening,3,False,11,7.5,True,long,22
show_00610,cinema_spb_01,hall_1,100,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-12 18:30:00,3D,516.24,69,0.69,Saint Petersburg,3,False,evening,3,False,11,12.6,True,long,21
show_00103,cinema_msk_01,hall_1,120,movie_horror_01,horror,18+,98,2026-03-05,2026-03-12 22:15:00,IMAX,690.21,73,0.6083,Moscow,3,False,evening,3,False,7,5.6,False,medium,26
show_00114,cinema_msk_01,hall_3,60,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-13 10:00:00,3D,475.55,6,0.1,Moscow,4,False,morning,3,False,31,5.1,False,medium,27
show_00616,cinema_spb_01,hall_2,70,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-13 10:15:00,2D,306.7,12,0.1714,Saint Petersburg,4,False,morning,3,False,31,14.6,False,medium,22
show_00614,cinema_spb_01,hall_1,100,movie_horror_01,horror,18+,98,2026-03-05,2026-03-13 10:15:00,3D,399.4,13,0.13,Saint Petersburg,4,False,morning,3,False,8,17.5,False,medium,18
show_00109,cinema_msk_01,hall_1,120,movie_family_01,animation,6+,92,2026-02-20,2026-03-13 11:15:00,2D,400.07,50,0.4167,Moscow,4,False,morning,3,False,21,17.2,False,medium,31
show_00112,cinema_msk_01,hall_2,80,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-13 11:30:00,IMAX,606.99,17,0.2125,Moscow,4,False,morning,3,False,31,9.9,False,medium,25
show_00615,cinema_spb_01,hall_1,100,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-13 14:30:00,2D,345.33,50,0.5,Saint Petersburg,4,False,day,3,False,12,13.7,False,long,23
show_00113,cinema_msk_01,hall_2,80,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-13 15:00:00,IMAX,626.33,29,0.3625,Moscow,4,False,day,3,False,31,7.0,False,medium,26
show_00110,cinema_msk_01,hall_1,120,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-13 15:15:00,3D,522.17,8,0.0667,Moscow,4,False,day,3,False,31,20.4,False,medium,24
show_00115,cinema_msk_01,hall_3,60,movie_family_01,animation,6+,92,2026-02-20,2026-03-13 15:45:00,3D,527.56,33,0.55,Moscow,4,False,day,3,False,21,14.8,False,medium,33
show_00617,cinema_spb_01,hall_2,70,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-13 15:45:00,3D,425.19,22,0.3143,Saint Petersburg,4,False,day,3,False,31,16.4,False,medium,23
show_00111,cinema_msk_01,hall_1,120,movie_family_01,animation,6+,92,2026-02-20,2026-03-13 19:00:00,2D,480.56,84,0.7,Moscow,4,False,evening,3,False,21,18.5,True,medium,32
show_00116,cinema_msk_01,hall_3,60,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-13 19:00:00,2D,494.35,55,0.9167,Moscow,4,False,evening,3,False,31,11.0,True,medium,28
show_00618,cinema_spb_01,hall_2,70,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-13 19:45:00,2D,431.89,40,0.5714,Saint Petersburg,4,False,evening,3,False,31,12.5,True,medium,24
show_00619,cinema_spb_01,hall_2,70,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-13 22:30:00,2D,434.33,37,0.5286,Saint Petersburg,4,False,evening,3,False,12,19.5,False,long,24
show_00121,cinema_msk_01,hall_2,80,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-14 10:15:00,2D,382.54,25,0.3125,Moscow,5,True,morning,3,False,32,5.3,False,medium,29
show_00623,cinema_spb_01,hall_2,70,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-14 10:15:00,IMAX,515.04,23,0.3286,Saint Petersburg,5,True,morning,3,False,13,20.2,False,long,26
show_00117,cinema_msk_01,hall_1,120,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-14 11:15:00,3D,498.84,49,0.4083,Moscow,5,True,morning,3,False,13,4.7,False,long,29
show_00124,cinema_msk_01,hall_3,60,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-14 11:15:00,2D,393.01,34,0.5667,Moscow,5,True,morning,3,False,13,8.0,False,long,32
show_00620,cinema_spb_01,hall_1,100,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-14 11:30:00,3D,409.96,40,0.4,Saint Petersburg,5,True,morning,3,False,13,14.8,False,long,25
show_00624,cinema_spb_01,hall_2,70,movie_family_01,animation,6+,92,2026-02-20,2026-03-14 14:00:00,3D,428.14,49,0.7,Saint Petersburg,5,True,day,3,False,22,8.3,True,medium,15
show_00621,cinema_spb_01,hall_1,100,movie_family_01,animation,6+,92,2026-02-20,2026-03-14 14:30:00,3D,410.48,81,0.81,Saint Petersburg,5,True,day,3,False,22,12.9,True,medium,14
show_00118,cinema_msk_01,hall_1,120,movie_family_01,animation,6+,92,2026-02-20,2026-03-14 14:30:00,2D,442.52,89,0.7417,Moscow,5,True,day,3,False,22,17.2,True,medium,34
show_00122,cinema_msk_01,hall_2,80,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-14 15:30:00,3D,528.56,62,0.775,Moscow,5,True,day,3,False,13,12.1,True,long,31
show_00125,cinema_msk_01,hall_3,60,movie_horror_01,horror,18+,98,2026-03-05,2026-03-14 15:45:00,2D,445.11,31,0.5167,Moscow,5,True,day,3,False,9,17.3,True,medium,29
show_00622,cinema_spb_01,hall_1,100,movie_horror_01,horror,18+,98,2026-03-05,2026-03-14 18:00:00,3D,480.95,78,0.78,Saint Petersburg,5,True,evening,3,False,9,6.9,True,medium,19
show_00119,cinema_msk_01,hall_1,120,movie_family_01,animation,6+,92,2026-02-20,2026-03-14 18:30:00,IMAX,685.2,117,0.975,Moscow,5,True,evening,3,False,22,3.1,True,medium,35
show_00123,cinema_msk_01,hall_2,80,movie_horror_01,horror,18+,98,2026-03-05,2026-03-14 18:45:00,3D,562.94,68,0.85,Moscow,5,True,evening,3,False,9,15.3,True,medium,28
show_00120,cinema_msk_01,hall_1,120,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-14 22:15:00,IMAX,711.54,89,0.7417,Moscow,5,True,evening,3,False,13,18.6,False,long,30
show_00129,cinema_msk_01,hall_2,80,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-15 10:45:00,IMAX,582.06,16,0.2,Moscow,6,True,morning,3,False,33,19.9,False,medium,31
show_00132,cinema_msk_01,hall_3,60,movie_family_01,animation,6+,92,2026-02-20,2026-03-15 11:00:00,3D,460.24,26,0.4333,Moscow,6,True,morning,3,False,23,15.6,False,medium,37
show_00628,cinema_spb_01,hall_2,70,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-15 11:00:00,2D,300.75,43,0.6143,Saint Petersburg,6,True,morning,3,False,14,4.3,False,long,28
show_00625,cinema_spb_01,hall_1,100,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-15 11:30:00,2D,315.54,24,0.24,Saint Petersburg,6,True,morning,3,False,33,17.1,False,medium,25
show_00126,cinema_msk_01,hall_1,120,movie_family_01,animation,6+,92,2026-02-20,2026-03-15 11:45:00,3D,463.8,56,0.4667,Moscow,6,True,morning,3,False,23,9.1,False,medium,36
show_00626,cinema_spb_01,hall_1,100,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-15 14:30:00,2D,354.41,51,0.51,Saint Petersburg,6,True,day,3,False,33,10.9,True,medium,26
show_00133,cinema_msk_01,hall_3,60,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-15 14:45:00,2D,428.15,47,0.7833,Moscow,6,True,day,3,False,14,16.3,True,long,33
show_00629,cinema_spb_01,hall_2,70,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-15 15:15:00,2D,366.18,43,0.6143,Saint Petersburg,6,True,day,3,False,14,15.0,True,long,29
show_00127,cinema_msk_01,hall_1,120,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-15 15:30:00,3D,493.65,75,0.625,Moscow,6,True,day,3,False,33,20.2,True,medium,30
show_00130,cinema_msk_01,hall_2,80,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-15 15:30:00,2D,418.97,37,0.4625,Moscow,6,True,day,3,False,33,13.4,True,medium,32
show_00128,cinema_msk_01,hall_1,120,movie_horror_01,horror,18+,98,2026-03-05,2026-03-15 18:00:00,2D,482.4,103,0.8583,Moscow,6,True,evening,3,False,10,16.4,True,medium,30
show_00131,cinema_msk_01,hall_2,80,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-15 18:30:00,2D,513.81,66,0.825,Moscow,6,True,evening,3,False,33,16.7,True,medium,33
show_00627,cinema_spb_01,hall_1,100,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-15 18:45:00,2D,404.25,90,0.9,Saint Petersburg,6,True,evening,3,False,14,12.7,True,long,27
show_00630,cinema_spb_01,hall_2,70,movie_horror_01,horror,18+,98,2026-03-05,2026-03-15 18:45:00,3D,482.8,70,1.0,Saint Petersburg,6,True,evening,3,False,10,10.3,True,medium,20
show_00631,cinema_spb_01,hall_2,70,movie_horror_01,horror,18+,98,2026-03-05,2026-03-15 21:00:00,IMAX,637.4,57,0.8143,Saint Petersburg,6,True,evening,3,False,10,17.7,True,medium,21
show_00137,cinema_msk_01,hall_2,80,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-16 10:45:00,2D,384.8,36,0.45,Moscow,0,False,morning,3,False,15,6.7,False,long,34
show_00139,cinema_msk_01,hall_3,60,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-16 10:45:00,3D,488.38,25,0.4167,Moscow,0,False,morning,3,False,15,3.3,False,long,35
show_00632,cinema_spb_01,hall_1,100,movie_horror_01,horror,18+,98,2026-03-05,2026-03-16 11:30:00,2D,303.22,37,0.37,Saint Petersburg,0,False,morning,3,False,11,14.4,False,medium,22
show_00134,cinema_msk_01,hall_1,120,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-16 11:30:00,IMAX,610.18,31,0.2583,Moscow,0,False,morning,3,False,34,13.7,False,medium,34
show_00635,cinema_spb_01,hall_2,70,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-16 11:45:00,2D,316.22,19,0.2714,Saint Petersburg,0,False,morning,3,False,15,9.1,False,long,31
show_00135,cinema_msk_01,hall_1,120,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-16 14:00:00,3D,500.93,36,0.3,Moscow,0,False,day,3,False,34,14.9,False,medium,35
show_00636,cinema_spb_01,hall_2,70,movie_family_01,animation,6+,92,2026-02-20,2026-03-16 14:45:00,IMAX,548.85,18,0.2571,Saint Petersburg,0,False,day,3,False,24,13.4,False,medium,17
show_00140,cinema_msk_01,hall_3,60,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-16 15:30:00,3D,514.73,23,0.3833,Moscow,0,False,day,3,False,15,3.4,False,long,36
show_00633,cinema_spb_01,hall_1,100,movie_family_01,animation,6+,92,2026-02-20,2026-03-16 15:30:00,2D,334.27,35,0.35,Saint Petersburg,0,False,day,3,False,24,13.0,False,medium,16
show_00138,cinema_msk_01,hall_2,80,movie_family_01,animation,6+,92,2026-02-20,2026-03-16 15:45:00,2D,443.33,40,0.5,Moscow,0,False,day,3,False,24,9.8,False,medium,38
show_00637,cinema_spb_01,hall_2,70,movie_family_01,animation,6+,92,2026-02-20,2026-03-16 18:15:00,2D,431.75,46,0.6571,Saint Petersburg,0,False,evening,3,False,24,6.1,True,medium,18
show_00136,cinema_msk_01,hall_1,120,movie_horror_01,horror,18+,98,2026-03-05,2026-03-16 18:30:00,2D,506.69,96,0.8,Moscow,0,False,evening,3,False,11,8.1,True,medium,31
show_00141,cinema_msk_01,hall_3,60,movie_horror_01,horror,18+,98,2026-03-05,2026-03-16 19:00:00,2D,495.83,47,0.7833,Moscow,0,False,evening,3,False,11,7.4,True,medium,32
show_00634,cinema_spb_01,hall_1,100,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-16 19:45:00,IMAX,631.71,74,0.74,Saint Petersburg,0,False,evening,3,False,15,10.9,True,long,30
show_00638,cinema_spb_01,hall_1,100,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-17 10:00:00,2D,332.18,43,0.43,Saint Petersburg,1,False,morning,3,False,16,11.9,False,long,32
show_00148,cinema_msk_01,hall_3,60,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-17 11:00:00,IMAX,608.3,15,0.25,Moscow,1,False,morning,3,False,35,4.5,False,medium,38
show_00642,cinema_spb_01,hall_2,70,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-17 11:00:00,2D,335.48,15,0.2143,Saint Petersburg,1,False,morning,3,False,16,6.2,False,long,33
show_00142,cinema_msk_01,hall_1,120,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-17 11:15:00,2D,387.76,31,0.2583,Moscow,1,False,morning,3,False,35,4.4,False,medium,36
show_00145,cinema_msk_01,hall_2,80,movie_horror_01,horror,18+,98,2026-03-05,2026-03-17 11:15:00,2D,403.66,33,0.4125,Moscow,1,False,morning,3,False,12,11.4,False,medium,34
show_00146,cinema_msk_01,hall_2,80,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-17 15:00:00,3D,510.28,36,0.45,Moscow,1,False,day,3,False,35,11.1,False,medium,37
show_00149,cinema_msk_01,hall_3,60,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-17 15:15:00,3D,517.16,15,0.25,Moscow,1,False,day,3,False,35,19.5,False,medium,39
show_00143,cinema_msk_01,hall_1,120,movie_family_01,animation,6+,92,2026-02-20,2026-03-17 15:30:00,2D,416.11,52,0.4333,Moscow,1,False,day,3,False,25,4.9,False,medium,39
show_00639,cinema_spb_01,hall_1,100,movie_horror_01,horror,18+,98,2026-03-05,2026-03-17 15:30:00,3D,422.86,43,0.43,Saint Petersburg,1,False,day,3,False,12,5.2,False,medium,23
show_00643,cinema_spb_01,hall_2,70,movie_family_01,animation,6+,92,2026-02-20,2026-03-17 15:45:00,2D,339.57,26,0.3714,Saint Petersburg,1,False,day,3,False,25,5.6,False,medium,20
show_00640,cinema_spb_01,hall_1,100,movie_family_01,animation,6+,92,2026-02-20,2026-03-17 18:00:00,3D,486.72,65,0.65,Saint Petersburg,1,False,evening,3,False,25,4.1,True,medium,19
show_00144,cinema_msk_01,hall_1,120,movie_horror_01,horror,18+,98,2026-03-05,2026-03-17 18:15:00,3D,596.97,101,0.8417,Moscow,1,False,evening,3,False,12,16.6,True,medium,33
show_00147,cinema_msk_01,hall_2,80,movie_horror_01,horror,18+,98,2026-03-05,2026-03-17 19:00:00,IMAX,686.03,58,0.725,Moscow,1,False,evening,3,False,12,14.7,True,medium,35
show_00641,cinema_spb_01,hall_1,100,movie_horror_01,horror,18+,98,2026-03-05,2026-03-17 22:15:00,2D,431.11,70,0.7,Saint Petersburg,1,False,evening,3,False,12,19.7,False,medium,24
show_00152,cinema_msk_01,hall_2,80,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-18 10:00:00,IMAX,609.55,29,0.3625,Moscow,2,False,morning,3,False,36,9.8,False,medium,41
show_00644,cinema_spb_01,hall_1,100,movie_horror_01,horror,18+,98,2026-03-05,2026-03-18 10:15:00,IMAX,513.91,36,0.36,Saint Petersburg,2,False,morning,3,False,13,20.1,False,medium,25
show_00647,cinema_spb_01,hall_2,70,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-18 10:30:00,2D,330.34,4,0.0571,Saint Petersburg,2,False,morning,3,False,36,10.8,False,medium,27
show_00156,cinema_msk_01,hall_3,60,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-18 10:45:00,IMAX,589.36,23,0.3833,Moscow,2,False,morning,3,False,36,16.0,False,medium,43
show_00150,cinema_msk_01,hall_1,120,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-18 11:00:00,2D,414.06,25,0.2083,Moscow,2,False,morning,3,False,36,13.0,False,medium,40
show_00648,cinema_spb_01,hall_2,70,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-18 14:00:00,IMAX,534.64,39,0.5571,Saint Petersburg,2,False,day,3,False,17,6.2,False,long,35
show_00645,cinema_spb_01,hall_1,100,movie_family_01,animation,6+,92,2026-02-20,2026-03-18 14:15:00,2D,355.06,43,0.43,Saint Petersburg,2,False,day,3,False,26,20.8,False,medium,21
show_00157,cinema_msk_01,hall_3,60,movie_horror_01,horror,18+,98,2026-03-05,2026-03-18 14:30:00,2D,425.27,25,0.4167,Moscow,2,False,day,3,False,13,9.6,False,medium,36
show_00151,cinema_msk_01,hall_1,120,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-18 14:30:00,IMAX,636.24,73,0.6083,Moscow,2,False,day,3,False,17,14.9,False,long,37
show_00153,cinema_msk_01,hall_2,80,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-18 14:45:00,2D,447.91,22,0.275,Moscow,2,False,day,3,False,36,9.5,False,medium,42
show_00646,cinema_spb_01,hall_1,100,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-18 18:30:00,2D,406.39,94,0.94,Saint Petersburg,2,False,evening,3,False,17,5.0,True,long,34
show_00154,cinema_msk_01,hall_2,80,movie_family_01,animation,6+,92,2026-02-20,2026-03-18 19:15:00,2D,500.31,56,0.7,Moscow,2,False,evening,3,False,26,5.8,True,medium,40
show_00158,cinema_msk_01,hall_3,60,movie_family_01,animation,6+,92,2026-02-20,2026-03-18 19:15:00,IMAX,714.96,44,0.7333,Moscow,2,False,evening,3,False,26,5.5,True,medium,42
show_00159,cinema_msk_01,hall_3,60,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-18 21:00:00,2D,517.86,36,0.6,Moscow,2,False,evening,3,False,36,16.7,True,medium,44
show_00155,cinema_msk_01,hall_2,80,movie_family_01,animation,6+,92,2026-02-20,2026-03-18 21:30:00,IMAX,686.62,80,1.0,Moscow,2,False,evening,3,False,26,9.8,True,medium,41
show_00163,cinema_msk_01,hall_2,80,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-19 10:00:00,2D,401.11,19,0.2375,Moscow,3,False,morning,3,False,37,18.0,False,medium,46
show_00165,cinema_msk_01,hall_3,60,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-19 10:45:00,IMAX,597.17,22,0.3667,Moscow,3,False,morning,3,False,18,12.3,False,long,40
